Deduped.author.names,Author.Keywords
"Manocha, D.",interactive system
"Manocha, D.",auralization
"Kuhn, G.R.",Color-contrast enhancement
"Kuhn, G.R.",Color-vision deficiency
"Kuhn, G.R.",Recoloring algorithms
"Kuhn, G.R.",Information and Scientific Visualization
"Oliveira, M.M.",Color-contrast enhancement
"Oliveira, M.M.",Color-vision deficiency
"Oliveira, M.M.",Recoloring algorithms
"Oliveira, M.M.",Information and Scientific Visualization
"Fernandes, L.A.F.",Color-contrast enhancement
"Fernandes, L.A.F.",Color-vision deficiency
"Fernandes, L.A.F.",Recoloring algorithms
"Fernandes, L.A.F.",Information and Scientific Visualization
Minho Kim,Volumetric data reconstruction
Minho Kim,box spline
Minho Kim,Face-Centered Cubic lattice
"Entezari, A.",Volumetric data reconstruction
"Entezari, A.",box spline
"Entezari, A.",Face-Centered Cubic lattice
"Peters, J.",Volumetric data reconstruction
"Peters, J.",box spline
"Peters, J.",Face-Centered Cubic lattice
"JÃ¤nicke, H.",Multivariate data
"JÃ¤nicke, H.",brushing
"JÃ¤nicke, H.",data transformation
"JÃ¤nicke, H.",manifold learning
"JÃ¤nicke, H.",linked views
"Bottinger, M.",Multivariate data
"Bottinger, M.",brushing
"Bottinger, M.",data transformation
"Bottinger, M.",manifold learning
"Bottinger, M.",linked views
"Scheuermann, G.",Multivariate data
"Scheuermann, G.",brushing
"Scheuermann, G.",data transformation
"Scheuermann, G.",manifold learning
"Scheuermann, G.",linked views
Lujin Wang,Color design
Lujin Wang,volume rendering
Lujin Wang,transparency
Lujin Wang,user study evaluation
Lujin Wang,conjoint analysis
Lujin Wang,illustrative visualization
"Giesen, J.",Color design
"Giesen, J.",volume rendering
"Giesen, J.",transparency
"Giesen, J.",user study evaluation
"Giesen, J.",conjoint analysis
"Giesen, J.",illustrative visualization
"McDonnell, K.T.",Color design
"McDonnell, K.T.",volume rendering
"McDonnell, K.T.",transparency
"McDonnell, K.T.",user study evaluation
"McDonnell, K.T.",conjoint analysis
"McDonnell, K.T.",illustrative visualization
"Zolliker, P.",Color design
"Zolliker, P.",volume rendering
"Zolliker, P.",transparency
"Zolliker, P.",user study evaluation
"Zolliker, P.",conjoint analysis
"Zolliker, P.",illustrative visualization
"Mueller, K.",Color design
"Mueller, K.",volume rendering
"Mueller, K.",transparency
"Mueller, K.",user study evaluation
"Mueller, K.",conjoint analysis
"Mueller, K.",illustrative visualization
"Bachthaler, S.",Scatterplot
"Bachthaler, S.",histogram
"Bachthaler, S.",continuous frequency plot
"Bachthaler, S.",interpolation
"Weiskopf, D.",Scatterplot
"Weiskopf, D.",histogram
"Weiskopf, D.",continuous frequency plot
"Weiskopf, D.",interpolation
"Burger, K.",Volume editing
"Burger, K.",GPU
"Burger, K.",painting
"Burger, K.",carving
"Burger, K.",annotations
"Kruger, J.",Volume editing
"Kruger, J.",GPU
"Kruger, J.",painting
"Kruger, J.",carving
"Kruger, J.",annotations
"Westermann, R.",Volume editing
"Westermann, R.",GPU
"Westermann, R.",painting
"Westermann, R.",carving
"Westermann, R.",annotations
"Dietrich, C.",Isosurface extraction
"Dietrich, C.",Marching Cubes
"Scheidegger, C.E.",Isosurface extraction
"Scheidegger, C.E.",Marching Cubes
"Comba, J.L.D.",Isosurface extraction
"Comba, J.L.D.",Marching Cubes
"Nedel, L.P.",Isosurface extraction
"Nedel, L.P.",Marching Cubes
"Silva, C.T.",Isosurface extraction
"Silva, C.T.",Marching Cubes
"Joshi, A.",Vessel identification
"Joshi, A.",Vessel visualization
"Joshi, A.",Evaluation of visualization techniques
Xiaoning Qian,Vessel identification
Xiaoning Qian,Vessel visualization
Xiaoning Qian,Evaluation of visualization techniques
"Dione, D.P.",Vessel identification
"Dione, D.P.",Vessel visualization
"Dione, D.P.",Evaluation of visualization techniques
"Bulsara, K.",Vessel identification
"Bulsara, K.",Vessel visualization
"Bulsara, K.",Evaluation of visualization techniques
"Breuer, C.",Vessel identification
"Breuer, C.",Vessel visualization
"Breuer, C.",Evaluation of visualization techniques
"Sinusas, A.J.",Vessel identification
"Sinusas, A.J.",Vessel visualization
"Sinusas, A.J.",Evaluation of visualization techniques
"Papademetris, X.",Vessel identification
"Papademetris, X.",Vessel visualization
"Papademetris, X.",Evaluation of visualization techniques
"Degener, P.",Maps
"Degener, P.",Route visualization
"Degener, P.",Space deformation
"Schnabel, R.",Maps
"Schnabel, R.",Route visualization
"Schnabel, R.",Space deformation
"Schwartz, C.",Maps
"Schwartz, C.",Route visualization
"Schwartz, C.",Space deformation
"Klein, R.",Maps
"Klein, R.",Route visualization
"Klein, R.",Space deformation
Yi Wang,contextualized videos
Yi Wang,design factors
Yi Wang,user study
Yi Wang,video placement
Yi Wang,spatial context
Yi Wang,tracking
Yi Wang,path reconstruction
"Bowman, D.A.",contextualized videos
"Bowman, D.A.",design factors
"Bowman, D.A.",user study
"Bowman, D.A.",video placement
"Bowman, D.A.",spatial context
"Bowman, D.A.",tracking
"Bowman, D.A.",path reconstruction
"Krum, D.",contextualized videos
"Krum, D.",design factors
"Krum, D.",user study
"Krum, D.",video placement
"Krum, D.",spatial context
"Krum, D.",tracking
"Krum, D.",path reconstruction
"Coalho, E.",contextualized videos
"Coalho, E.",design factors
"Coalho, E.",user study
"Coalho, E.",video placement
"Coalho, E.",spatial context
"Coalho, E.",tracking
"Coalho, E.",path reconstruction
"Smith-Jackson, T.",contextualized videos
"Smith-Jackson, T.",design factors
"Smith-Jackson, T.",user study
"Smith-Jackson, T.",video placement
"Smith-Jackson, T.",spatial context
"Smith-Jackson, T.",tracking
"Smith-Jackson, T.",path reconstruction
"Bailey, D.",contextualized videos
"Bailey, D.",design factors
"Bailey, D.",user study
"Bailey, D.",video placement
"Bailey, D.",spatial context
"Bailey, D.",tracking
"Bailey, D.",path reconstruction
"Peck, S.",contextualized videos
"Peck, S.",design factors
"Peck, S.",user study
"Peck, S.",video placement
"Peck, S.",spatial context
"Peck, S.",tracking
"Peck, S.",path reconstruction
"Anand, S.",contextualized videos
"Anand, S.",design factors
"Anand, S.",user study
"Anand, S.",video placement
"Anand, S.",spatial context
"Anand, S.",tracking
"Anand, S.",path reconstruction
"Kennedy, T.",contextualized videos
"Kennedy, T.",design factors
"Kennedy, T.",user study
"Kennedy, T.",video placement
"Kennedy, T.",spatial context
"Kennedy, T.",tracking
"Kennedy, T.",path reconstruction
"Abdrazakov, Y.",contextualized videos
"Abdrazakov, Y.",design factors
"Abdrazakov, Y.",user study
"Abdrazakov, Y.",video placement
"Abdrazakov, Y.",spatial context
"Abdrazakov, Y.",tracking
"Abdrazakov, Y.",path reconstruction
"Schultz, T.",DW-MRI
"Schultz, T.",Q-Ball
"Schultz, T.",spherical deconvolution
"Schultz, T.",fiber tracking
"Schultz, T.",higher-order tensor
"Schultz, T.",tensor decomposition
"Seidel, H.-P.",DW-MRI
"Seidel, H.-P.",Q-Ball
"Seidel, H.-P.",spherical deconvolution
"Seidel, H.-P.",fiber tracking
"Seidel, H.-P.",higher-order tensor
"Seidel, H.-P.",tensor decomposition
"Blaas, J.",Parallel coordinate plots
"Blaas, J.",time-varying
"Blaas, J.",multi-field
"Blaas, J.",linked related views
"Botha, C.P.",Parallel coordinate plots
"Botha, C.P.",time-varying
"Botha, C.P.",multi-field
"Botha, C.P.",linked related views
"Post, F.H.",Parallel coordinate plots
"Post, F.H.",time-varying
"Post, F.H.",multi-field
"Post, F.H.",linked related views
Yu-Shuen Wang,Focus+Context visualization
Yu-Shuen Wang,magnification
Yu-Shuen Wang,bounding space
Tong-Yee Lee,Focus+Context visualization
Tong-Yee Lee,magnification
Tong-Yee Lee,bounding space
Chiew-Lan Tai,Focus+Context visualization
Chiew-Lan Tai,magnification
Chiew-Lan Tai,bounding space
"Garth, C.",3D vector field visualization
"Garth, C.",flow visualization
"Garth, C.",time-varying and time-series visualization
"Garth, C.",surface extraction
"Krishnan, H.",3D vector field visualization
"Krishnan, H.",flow visualization
"Krishnan, H.",time-varying and time-series visualization
"Krishnan, H.",surface extraction
"Tricoche, X.",3D vector field visualization
"Tricoche, X.",flow visualization
"Tricoche, X.",time-varying and time-series visualization
"Tricoche, X.",surface extraction
"Tricoche, X.",3D vector field visualization
"Tricoche, X.",flow visualization
"Tricoche, X.",time-varying and time-series visualization
"Tricoche, X.",surface extraction
"Joy, K.I.",3D vector field visualization
"Joy, K.I.",flow visualization
"Joy, K.I.",time-varying and time-series visualization
"Joy, K.I.",surface extraction
Jing Hua,Surface Matching
Jing Hua,Shape Vector Image
Jing Hua,Multiscale Diffusion
Jing Hua,Visualization
Zhaoqiang Lai,Surface Matching
Zhaoqiang Lai,Shape Vector Image
Zhaoqiang Lai,Multiscale Diffusion
Zhaoqiang Lai,Visualization
Ming Dong,Surface Matching
Ming Dong,Shape Vector Image
Ming Dong,Multiscale Diffusion
Ming Dong,Visualization
Xianfeng Gu,Surface Matching
Xianfeng Gu,Shape Vector Image
Xianfeng Gu,Multiscale Diffusion
Xianfeng Gu,Visualization
Hong Qin,Surface Matching
Hong Qin,Shape Vector Image
Hong Qin,Multiscale Diffusion
Hong Qin,Visualization
"Meyer-Spradow, J.",Multivariate visualization
"Meyer-Spradow, J.",glyph techniques
"Meyer-Spradow, J.",SPECT
"Meyer-Spradow, J.",myocardial perfusion imaging
"Stegger, L.",Multivariate visualization
"Stegger, L.",glyph techniques
"Stegger, L.",SPECT
"Stegger, L.",myocardial perfusion imaging
"Doring, C.",Multivariate visualization
"Doring, C.",glyph techniques
"Doring, C.",SPECT
"Doring, C.",myocardial perfusion imaging
"Ropinski, T.",Multivariate visualization
"Ropinski, T.",glyph techniques
"Ropinski, T.",SPECT
"Ropinski, T.",myocardial perfusion imaging
"Hinrichs, K.",Multivariate visualization
"Hinrichs, K.",glyph techniques
"Hinrichs, K.",SPECT
"Hinrichs, K.",myocardial perfusion imaging
"Kehrer, J.",Interactive visual hypothesis generation
"Kehrer, J.",interactive visual exploration and analysis
"Kehrer, J.",visualization for climate research
"Ladstadter, F.",Interactive visual hypothesis generation
"Ladstadter, F.",interactive visual exploration and analysis
"Ladstadter, F.",visualization for climate research
"Muigg, P.",Interactive visual hypothesis generation
"Muigg, P.",interactive visual exploration and analysis
"Muigg, P.",visualization for climate research
"Doleisch, H.",Interactive visual hypothesis generation
"Doleisch, H.",interactive visual exploration and analysis
"Doleisch, H.",visualization for climate research
"Steiner, A.",Interactive visual hypothesis generation
"Steiner, A.",interactive visual exploration and analysis
"Steiner, A.",visualization for climate research
"Hauser, H.",Interactive visual hypothesis generation
"Hauser, H.",interactive visual exploration and analysis
"Hauser, H.",visualization for climate research
Chaoli Wang,Time-varying data
Chaoli Wang,conditional entropy
Chaoli Wang,joint feature-temporal space
Chaoli Wang,clustering
Chaoli Wang,highlighting
Chaoli Wang,transfer function
Hongfeng Yu,Time-varying data
Hongfeng Yu,conditional entropy
Hongfeng Yu,joint feature-temporal space
Hongfeng Yu,clustering
Hongfeng Yu,highlighting
Hongfeng Yu,transfer function
Kwan-Liu Ma,Time-varying data
Kwan-Liu Ma,conditional entropy
Kwan-Liu Ma,joint feature-temporal space
Kwan-Liu Ma,clustering
Kwan-Liu Ma,highlighting
Kwan-Liu Ma,transfer function
"Hentschel, B.",Tensor visualization
"Hentschel, B.",time-dependent data
"Hentschel, B.",blood damage
"Hentschel, B.",ventricular assist device
"Hentschel, B.",virtual reality
"Tedjo, I.",Tensor visualization
"Tedjo, I.",time-dependent data
"Tedjo, I.",blood damage
"Tedjo, I.",ventricular assist device
"Tedjo, I.",virtual reality
"Probst, M.",Tensor visualization
"Probst, M.",time-dependent data
"Probst, M.",blood damage
"Probst, M.",ventricular assist device
"Probst, M.",virtual reality
"Wolter, M.",Tensor visualization
"Wolter, M.",time-dependent data
"Wolter, M.",blood damage
"Wolter, M.",ventricular assist device
"Wolter, M.",virtual reality
"Behr, M.",Tensor visualization
"Behr, M.",time-dependent data
"Behr, M.",blood damage
"Behr, M.",ventricular assist device
"Behr, M.",virtual reality
"Bischof, C.",Tensor visualization
"Bischof, C.",time-dependent data
"Bischof, C.",blood damage
"Bischof, C.",ventricular assist device
"Bischof, C.",virtual reality
"Kuhlen, T.",Tensor visualization
"Kuhlen, T.",time-dependent data
"Kuhlen, T.",blood damage
"Kuhlen, T.",ventricular assist device
"Kuhlen, T.",virtual reality
"Schneider, D.",Scalar topology
"Schneider, D.",comparative visualization
"Schneider, D.",contour tree
"Schneider, D.",largest contours
"Schneider, D.",flow visualization
"Wiebel, A.",Scalar topology
"Wiebel, A.",comparative visualization
"Wiebel, A.",contour tree
"Wiebel, A.",largest contours
"Wiebel, A.",flow visualization
"Carr, H.",Scalar topology
"Carr, H.",comparative visualization
"Carr, H.",contour tree
"Carr, H.",largest contours
"Carr, H.",flow visualization
"Hlawitschka, M.",Scalar topology
"Hlawitschka, M.",comparative visualization
"Hlawitschka, M.",contour tree
"Hlawitschka, M.",largest contours
"Hlawitschka, M.",flow visualization
"Scheuermann, G.",Scalar topology
"Scheuermann, G.",comparative visualization
"Scheuermann, G.",contour tree
"Scheuermann, G.",largest contours
"Scheuermann, G.",flow visualization
"Matkovic, K.",Interactive computational steering
"Matkovic, K.",interactive visual analysis
"Matkovic, K.",simulation
"Matkovic, K.",common rail injection system
"Gracanin, D.",Interactive computational steering
"Gracanin, D.",interactive visual analysis
"Gracanin, D.",simulation
"Gracanin, D.",common rail injection system
"Jelovic, M.",Interactive computational steering
"Jelovic, M.",interactive visual analysis
"Jelovic, M.",simulation
"Jelovic, M.",common rail injection system
"Hauser, H.",Interactive computational steering
"Hauser, H.",interactive visual analysis
"Hauser, H.",simulation
"Hauser, H.",common rail injection system
"Johnson, G.P.",Applications of Visualization
"Johnson, G.P.",Flow Visualization
"Johnson, G.P.",Transitional Flow
"Johnson, G.P.",Turbulence
"Calo, V.",Applications of Visualization
"Calo, V.",Flow Visualization
"Calo, V.",Transitional Flow
"Calo, V.",Turbulence
"Gaither, K.",Applications of Visualization
"Gaither, K.",Flow Visualization
"Gaither, K.",Transitional Flow
"Gaither, K.",Turbulence
"Hadwiger, M.",Non-Destructive Testing
"Hadwiger, M.",Multi-Dimensional Transfer Functions
"Hadwiger, M.",Region Growing
"Hadwiger, M.",Volume Rendering
"Laura, F.",Non-Destructive Testing
"Laura, F.",Multi-Dimensional Transfer Functions
"Laura, F.",Region Growing
"Laura, F.",Volume Rendering
"Rezk-Salama, C.",Non-Destructive Testing
"Rezk-Salama, C.",Multi-Dimensional Transfer Functions
"Rezk-Salama, C.",Region Growing
"Rezk-Salama, C.",Volume Rendering
"Hollt, T.",Non-Destructive Testing
"Hollt, T.",Multi-Dimensional Transfer Functions
"Hollt, T.",Region Growing
"Hollt, T.",Volume Rendering
"Geier, G.",Non-Destructive Testing
"Geier, G.",Multi-Dimensional Transfer Functions
"Geier, G.",Region Growing
"Geier, G.",Volume Rendering
"Pabel, T.",Non-Destructive Testing
"Pabel, T.",Multi-Dimensional Transfer Functions
"Pabel, T.",Region Growing
"Pabel, T.",Volume Rendering
"Tricoche, X.",Tensor fields
"Tricoche, X.",tensor invariants
"Tricoche, X.",ridge lines
"Tricoche, X.",crease extraction
"Tricoche, X.",structural analysis
"Tricoche, X.",topology
"Kindlmann, G.",Tensor fields
"Kindlmann, G.",tensor invariants
"Kindlmann, G.",ridge lines
"Kindlmann, G.",crease extraction
"Kindlmann, G.",structural analysis
"Kindlmann, G.",topology
"Westin, C.-F.",Tensor fields
"Westin, C.-F.",tensor invariants
"Westin, C.-F.",ridge lines
"Westin, C.-F.",crease extraction
"Westin, C.-F.",structural analysis
"Westin, C.-F.",topology
"Joshi, A.",User interaction
"Joshi, A.",irregular cropping
"Scheinost, D.",User interaction
"Scheinost, D.",irregular cropping
"Vives, K.P.",User interaction
"Vives, K.P.",irregular cropping
"Spencer, D.D.",User interaction
"Spencer, D.D.",irregular cropping
"Staib, L.H.",User interaction
"Staib, L.H.",irregular cropping
"Papademetris, X.",User interaction
"Papademetris, X.",irregular cropping
"Meyer, M.",Sampling
"Meyer, M.",meshing
"Meyer, M.",visualizations
"Whitaker, R.T.",Sampling
"Whitaker, R.T.",meshing
"Whitaker, R.T.",visualizations
"Kirby, R.M.",Sampling
"Kirby, R.M.",meshing
"Kirby, R.M.",visualizations
"Ledergerber, C.",Sampling
"Ledergerber, C.",meshing
"Ledergerber, C.",visualizations
"Pfister, H.",Sampling
"Pfister, H.",meshing
"Pfister, H.",visualizations
"Gosink, L.",AMR
"Gosink, L.",Query-Driven Visualization
"Gosink, L.",Multitemporal Visualization
"Anderson, J.C.",AMR
"Anderson, J.C.",Query-Driven Visualization
"Anderson, J.C.",Multitemporal Visualization
"Bethel, E.W.",AMR
"Bethel, E.W.",Query-Driven Visualization
"Bethel, E.W.",Multitemporal Visualization
"Joy, K.I.",AMR
"Joy, K.I.",Query-Driven Visualization
"Joy, K.I.",Multitemporal Visualization
Ming-Yuen Chan,Exploratory Visualization
Ming-Yuen Chan,Relation-Based Visualization
Ming-Yuen Chan,Visualization Pipeline
Huamin Qu,Exploratory Visualization
Huamin Qu,Relation-Based Visualization
Huamin Qu,Visualization Pipeline
Ka-Kei Chung,Exploratory Visualization
Ka-Kei Chung,Relation-Based Visualization
Ka-Kei Chung,Visualization Pipeline
Wai-Ho Mak,Exploratory Visualization
Wai-Ho Mak,Relation-Based Visualization
Wai-Ho Mak,Visualization Pipeline
Yingcai Wu,Exploratory Visualization
Yingcai Wu,Relation-Based Visualization
Yingcai Wu,Visualization Pipeline
"Scheidegger, C.E.",Isosurfaces
"Scheidegger, C.E.",Histograms
"Scheidegger, C.E.",Coarea Formula
"Schreiner, J.",Isosurfaces
"Schreiner, J.",Histograms
"Schreiner, J.",Coarea Formula
"Duffy, B.",Isosurfaces
"Duffy, B.",Histograms
"Duffy, B.",Coarea Formula
"Carr, H.",Isosurfaces
"Carr, H.",Histograms
"Carr, H.",Coarea Formula
"Silva, C.T.",Isosurfaces
"Silva, C.T.",Histograms
"Silva, C.T.",Coarea Formula
"Kruger, A.",medical visualization
"Kruger, A.",sinus surgery
"Kruger, A.",operation planning
"Kruger, A.",virtual endoscopy
"Kruger, A.",volume rendering
"Kubisch, C.",medical visualization
"Kubisch, C.",sinus surgery
"Kubisch, C.",operation planning
"Kubisch, C.",virtual endoscopy
"Kubisch, C.",volume rendering
"Preim, B.",medical visualization
"Preim, B.",sinus surgery
"Preim, B.",operation planning
"Preim, B.",virtual endoscopy
"Preim, B.",volume rendering
"Preim, B.",medical visualization
"Preim, B.",sinus surgery
"Preim, B.",operation planning
"Preim, B.",virtual endoscopy
"Preim, B.",volume rendering
"Correa, C.",Transfer Functions
"Correa, C.",Interactive Visualization
"Correa, C.",Volume Rendering
"Correa, C.",Scale Space
"Correa, C.",GPU Techniques
Kwan-Liu Ma,Transfer Functions
Kwan-Liu Ma,Interactive Visualization
Kwan-Liu Ma,Volume Rendering
Kwan-Liu Ma,Scale Space
Kwan-Liu Ma,GPU Techniques
"von Funck, W.",Unsteady flow visualization
"von Funck, W.",streak surfaces
"von Funck, W.",smoke visualization
"Weinkauf, T.",Unsteady flow visualization
"Weinkauf, T.",streak surfaces
"Weinkauf, T.",smoke visualization
"Theisel, H.",Unsteady flow visualization
"Theisel, H.",streak surfaces
"Theisel, H.",smoke visualization
"Seidel, H.-P.",Unsteady flow visualization
"Seidel, H.-P.",streak surfaces
"Seidel, H.-P.",smoke visualization
"Rosenthal, P.",PDEs
"Rosenthal, P.",surface extraction
"Rosenthal, P.",level sets
"Rosenthal, P.",point-based visualization
"Linsen, L.",PDEs
"Linsen, L.",surface extraction
"Linsen, L.",level sets
"Linsen, L.",point-based visualization
"Linsen, L.",Multi-field and multi-variate visualization
"Linsen, L.",isosurfaces and surface extraction
"Linsen, L.",point-based visualization
"Linsen, L.",star coordinates
"Linsen, L.",visualization in astrophysics
"Linsen, L.",particle simulations
"Van Long, T.",Multi-field and multi-variate visualization
"Van Long, T.",isosurfaces and surface extraction
"Van Long, T.",point-based visualization
"Van Long, T.",star coordinates
"Van Long, T.",visualization in astrophysics
"Van Long, T.",particle simulations
"Rosenthal, P.",Multi-field and multi-variate visualization
"Rosenthal, P.",isosurfaces and surface extraction
"Rosenthal, P.",point-based visualization
"Rosenthal, P.",star coordinates
"Rosenthal, P.",visualization in astrophysics
"Rosenthal, P.",particle simulations
"Rosswog, S.",Multi-field and multi-variate visualization
"Rosswog, S.",isosurfaces and surface extraction
"Rosswog, S.",point-based visualization
"Rosswog, S.",star coordinates
"Rosswog, S.",visualization in astrophysics
"Rosswog, S.",particle simulations
"Cipriano, G.",surface labeling
"Cipriano, G.",computational cartography
"Cipriano, G.",text authoring
"Cipriano, G.",annotation
"Gleicher, M.",surface labeling
"Gleicher, M.",computational cartography
"Gleicher, M.",text authoring
"Gleicher, M.",annotation
"Caban, J.J.",visualization
"Caban, J.J.",statistical analysis
"Caban, J.J.",volume rendering
"Caban, J.J.",data variability
"Caban, J.J.",medical imaging
"Rheingans, P.",visualization
"Rheingans, P.",statistical analysis
"Rheingans, P.",volume rendering
"Rheingans, P.",data variability
"Rheingans, P.",medical imaging
"Patel, D.",Seismic interpretation
"Patel, D.",Illustrative rendering
"Patel, D.",Seismic attributes
"Patel, D.",Top-down interpretation
"Giertsen, C.",Seismic interpretation
"Giertsen, C.",Illustrative rendering
"Giertsen, C.",Seismic attributes
"Giertsen, C.",Top-down interpretation
"Thurmond, J.",Seismic interpretation
"Thurmond, J.",Illustrative rendering
"Thurmond, J.",Seismic attributes
"Thurmond, J.",Top-down interpretation
"Gjelberg, J.",Seismic interpretation
"Gjelberg, J.",Illustrative rendering
"Gjelberg, J.",Seismic attributes
"Gjelberg, J.",Top-down interpretation
"Groller, E.",Seismic interpretation
"Groller, E.",Illustrative rendering
"Groller, E.",Seismic attributes
"Groller, E.",Top-down interpretation
"Sharko, J.",Visualization
"Sharko, J.",Radviz
"Sharko, J.",Vectorized Radviz
"Sharko, J.",Clustering
"Sharko, J.",Multiple Clustering
"Sharko, J.",Cluster Ensembles
"Sharko, J.",Flattening Datasets
"Grinstein, G.",Visualization
"Grinstein, G.",Radviz
"Grinstein, G.",Vectorized Radviz
"Grinstein, G.",Clustering
"Grinstein, G.",Multiple Clustering
"Grinstein, G.",Cluster Ensembles
"Grinstein, G.",Flattening Datasets
"Marx, K.",Visualization
"Marx, K.",Radviz
"Marx, K.",Vectorized Radviz
"Marx, K.",Clustering
"Marx, K.",Multiple Clustering
"Marx, K.",Cluster Ensembles
"Marx, K.",Flattening Datasets
"Koop, D.",Scientific Workflows
"Koop, D.",Scientific Visualization
"Koop, D.",Auto Completion
"Scheidegger, C.E.",Scientific Workflows
"Scheidegger, C.E.",Scientific Visualization
"Scheidegger, C.E.",Auto Completion
"Callahan, S.P.",Scientific Workflows
"Callahan, S.P.",Scientific Visualization
"Callahan, S.P.",Auto Completion
"Freire, J.",Scientific Workflows
"Freire, J.",Scientific Visualization
"Freire, J.",Auto Completion
"Silva, C.T.",Scientific Workflows
"Silva, C.T.",Scientific Visualization
"Silva, C.T.",Auto Completion
"Zhou, K.",Interior/Exterior Classification
"Zhou, K.",Normal Orientation
"Zhou, K.",Layer Classification
"Zhou, K.",Inside Removal
"Zhou, K.",Graph Cut
"Zhang, E.",Interior/Exterior Classification
"Zhang, E.",Normal Orientation
"Zhang, E.",Layer Classification
"Zhang, E.",Inside Removal
"Zhang, E.",Graph Cut
"Bittner, J.",Interior/Exterior Classification
"Bittner, J.",Normal Orientation
"Bittner, J.",Layer Classification
"Bittner, J.",Inside Removal
"Bittner, J.",Graph Cut
"Wonka, P.",Interior/Exterior Classification
"Wonka, P.",Normal Orientation
"Wonka, P.",Layer Classification
"Wonka, P.",Inside Removal
"Wonka, P.",Graph Cut
"Grave, F.",General relativity
"Grave, F.",Godel universe
"Grave, F.",nonlinear ray tracing
"Grave, F.",time travel
"Buser, M.",General relativity
"Buser, M.",Godel universe
"Buser, M.",nonlinear ray tracing
"Buser, M.",time travel
"Mayerich, D.",microscopy
"Mayerich, D.",biomedical
"Mayerich, D.",medical
"Mayerich, D.",blood vessels
"Mayerich, D.",cells
"Abbott, L..",microscopy
"Abbott, L..",biomedical
"Abbott, L..",medical
"Abbott, L..",blood vessels
"Abbott, L..",cells
"Keyser, J.",microscopy
"Keyser, J.",biomedical
"Keyser, J.",medical
"Keyser, J.",blood vessels
"Keyser, J.",cells
"Termeer, M.",Cardiac visualization
"Termeer, M.",coronary artery territories
"Termeer, M.",myocardial perfusion
"Bescos, J.O.",Cardiac visualization
"Bescos, J.O.",coronary artery territories
"Bescos, J.O.",myocardial perfusion
"Breeuwer, M.",Cardiac visualization
"Breeuwer, M.",coronary artery territories
"Breeuwer, M.",myocardial perfusion
"Vilanova, A.",Cardiac visualization
"Vilanova, A.",coronary artery territories
"Vilanova, A.",myocardial perfusion
"Gerritsen, F.",Cardiac visualization
"Gerritsen, F.",coronary artery territories
"Gerritsen, F.",myocardial perfusion
"Groller, E.",Cardiac visualization
"Groller, E.",coronary artery territories
"Groller, E.",myocardial perfusion
"Nagel, E.",Cardiac visualization
"Nagel, E.",coronary artery territories
"Nagel, E.",myocardial perfusion
Hongwei Li,Astrophysical visualization
Hongwei Li,multiwavelength data
Hongwei Li,astronomy
Chi-Wing Fu,Astrophysical visualization
Chi-Wing Fu,multiwavelength data
Chi-Wing Fu,astronomy
"Hanson, A.J.",Astrophysical visualization
"Hanson, A.J.",multiwavelength data
"Hanson, A.J.",astronomy
"Soni, B.",FTLE
"Soni, B.",particle trajectory
"Soni, B.",visualization
"Soni, B.",bronchial tube
"Thompson, D.",FTLE
"Thompson, D.",particle trajectory
"Thompson, D.",visualization
"Thompson, D.",bronchial tube
"Machiraju, R.",FTLE
"Machiraju, R.",particle trajectory
"Machiraju, R.",visualization
"Machiraju, R.",bronchial tube
"Glatter, M.",Multivariate visualization
"Glatter, M.",Time-varying
"Glatter, M.",Uncertainty
"Huang, J.",Multivariate visualization
"Huang, J.",Time-varying
"Huang, J.",Uncertainty
"Ahern, S.",Multivariate visualization
"Ahern, S.",Time-varying
"Ahern, S.",Uncertainty
"Daniel, J.",Multivariate visualization
"Daniel, J.",Time-varying
"Daniel, J.",Uncertainty
Aidong Lu,Multivariate visualization
Aidong Lu,Time-varying
Aidong Lu,Uncertainty
"Ledergerber, C.",Volume Visualization
"Ledergerber, C.",Unstructured Grids
"Ledergerber, C.",Moving Least Squares Reconstruction
"Ledergerber, C.",Adaptive Integration
"Guennebaud, G.",Volume Visualization
"Guennebaud, G.",Unstructured Grids
"Guennebaud, G.",Moving Least Squares Reconstruction
"Guennebaud, G.",Adaptive Integration
"Meyer, M.",Volume Visualization
"Meyer, M.",Unstructured Grids
"Meyer, M.",Moving Least Squares Reconstruction
"Meyer, M.",Adaptive Integration
"Bacher, M.",Volume Visualization
"Bacher, M.",Unstructured Grids
"Bacher, M.",Moving Least Squares Reconstruction
"Bacher, M.",Adaptive Integration
"Pfister, H.",Volume Visualization
"Pfister, H.",Unstructured Grids
"Pfister, H.",Moving Least Squares Reconstruction
"Pfister, H.",Adaptive Integration
"Ellis, G.",Clutter reduction
"Ellis, G.",information visualisation
"Ellis, G.",occlusion
"Ellis, G.",large datasets
"Ellis, G.",taxonomy
"Dix, A.",Clutter reduction
"Dix, A.",information visualisation
"Dix, A.",occlusion
"Dix, A.",large datasets
"Dix, A.",taxonomy
"Tan, D.S.",Online fantasy sports
"Tan, D.S.",tournament
"Tan, D.S.",bracket
"Tan, D.S.",picks
"Tan, D.S.",adaptive tree visualization
"Smith, G.",Online fantasy sports
"Smith, G.",tournament
"Smith, G.",bracket
"Smith, G.",picks
"Smith, G.",adaptive tree visualization
Bongshin Lee,Online fantasy sports
Bongshin Lee,tournament
Bongshin Lee,bracket
